index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
479,10021,dale medical center,126 hospital ave,empty,empty,ozarx,ax,36360,dale,33x77x2601,axute xare hospitals,gxvernment - hxspital district xr authxrity,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,94%,67 patients,al_pn-3x
480,10021,xale mexical center,126 hospital ave,empty,empty,ozark,al,x6x60,dale,334xx42601,acute care hospitals,government - hospxtal dxstrxct or authorxty,yes,pneumonxa,pn-4,pneumonia patients given smoking cessation advice/counseling,87%,39 patients,al_pn-x
481,x002x,dale medical cenxer,126 hospital ave,empty,empty,ozark,xl,x6x60,dale,3347742601,acute care hospitals,government - hospital district or authority,yex,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,95%,74 patients,al_pn-5c
482,10021,daxe medicax center,126 hospital ave,empty,empty,ozark,al,x6x60,dale,3347742601,acutexcarexhospitals,government - hospital district or authority,yes,pxeumoxia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),64%,59 patients,al_pn-6
483,10021,dale medixal xenter,126 hospital ave,empty,empty,ozark,al,36360,dalx,3347742601,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,9x%,62 patientx,al_pn-7
484,10021,dale medical center,1x6 hospital ave,empty,empty,ozaxk,xl,36360,dale,3347742601,acute care hospitals,government - hospital district or authority,yes,surgical ixfectiox prevextiox,scip-card-x,surgery patients xho xere taking heart drugs called beta blockers before coming to the hospital xho xere kept on the beta blockers during the period just before and after their surgery,100x,12 patients,al_scip-card-2
485,x002x,dale medical center,1x6 hospital ave,empty,empty,ozark,al,3x3x0,dxle,334774260x,acute care hospitals,government - hospital district or authority,yes,surgxcal xnfectxon preventxon,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,94%,52 patientx,al_sxip-inf-1
486,10021,daxe medicax center,126 hospital avx,empty,empty,xzark,al,36360,dale,xx47742601,acute care hospitals,governmentx-xhospitalxdistrictxorxauthority,yes,surgical infection prevention,scip-inf-2,surgery patients who were gixen the  right kind  of antibiotic to help prexent infection,96%,52 patients,al_scip-inf-2
487,100x1,dale medical center,126 hospital ave,empty,empty,xzark,al,36360,dale,3347742601,acute care xospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),85%,48 patients,al_scip-inf-3
488,10021,dxle medicxl center,126 hospital axe,empty,empty,ozark,al,36360,dale,3347742601,acute care hospitals,government - hospital district or authority,xes,surgxcal xnfectxon preventxon,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,0 pxtients,al_xcip-inf-4
489,10021,dale medical center,126 hoxpital ave,empty,empty,ozark,al,36360,dale,33477426x1,acuxe care hospixals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),1xx%,94 patients,al_scip-inf-6
490,10021,dale medical center,126 hospxtal ave,empty,empty,ozark,ax,36360,dale,3347742601,acute care hospitals,government - hospital district or authority,yex,surgicalxinfectionxprevention,xcip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,88%,50 paxienxs,al_scip-vte-1
491,10021,daxe medicax center,126xhospitalxave,empty,empty,ozark,al,x6x60,dxle,xx47742601,acute caxe hospitals,government - hospital district or authority,yxs,surgxcal xnfectxon preventxon,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,6x%,x0 patients,al_scip-vte-x
492,10022,cherokee medical center,400 northwoox xr,empty,empty,centre,xl,35960,chxrokxx,256x275531,acutexcarexhospitals,voluntary non-profit - private,xes,hxart attack,xmi-1,heart attack patients given aspirin at arrival,empty,0 patients,al_ami-1
493,10022,chexokee medical centex,400 noxthwood dx,empty,empty,cenxre,ax,35960,cherokee,25692755x1,acutx carx hospitals,voluntary non-profit - private,yxs,heart attack,ami-2,heart attack patients given aspirin at discharge,x00%,1 patients,al_ami-2
494,10022,cherokee medical center,400 northwood dr,empty,empty,centre,al,x5960,cherokee,2x6927xx31,acute care hxspitals,voluntary non-profit - private,yes,heart attack,ami-3,hxart attack patixnts givxn ace inhibitor or arb for lxft vxntricular systolic dysfunction (lvsd),emxty,0 patients,al_ami-3
495,1xx22,cherokee medical center,400 northwood dr,empty,empty,centre,al,35960,cherokee,2569275531,acutexcarexhospitals,voluntary non-profit - private,yex,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,empty,0 patients,al_ami-4
496,10022,cherokee medical center,400 northwood dr,empty,empty,centre,al,35960,cherokee,2x6927xx31,acute care hospitals,voluntary non-profit - private,yex,heart attack,ami-x,heart attack patients given beta blocker at xischarge,empty,0 patients,al_ami-5
497,1xx22,cherokee medical center,400 nxrthwxxd dr,empty,empty,centre,al,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,xes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patxents,al_amix7a
498,10022,cherokee medical center,400 xorthwood dr,empty,empty,cextre,al,359x0,cherokee,x569x75531,acute care hospitals,voluntary non-profit - private,yxs,hexrt xttxck,ami-8a,hxart attack patixnts givxn pci within 90 minutxs of arrival,empty,0 xatients,al_axi-8a
499,10022,cherokee medical center,400 northwood dr,empty,empty,centre,al,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yes,heart xailure,hf-1,heaxt failuxe patients given dischaxge instxuctions,83%,35 patients,al_hf-1
500,100xx,chxrokxx mxdical cxntxr,400 northwood dr,empty,empty,centre,al,x5960,cherokee,2569275531,acutx carx hospitals,voluntary non-profit - private,yes,heart failure,hx-2,heart faxlure patxents gxven an evaluatxon of left ventrxcular systolxc (lvs) functxon,94%,48 patients,al_hf-2
501,10022,cherokee medical center,400 northwoox xr,empty,empty,centre,ax,3596x,cherokee,25x9275531,xcute cxre hospitxls,voluntarx non-profit - private,yes,heart failure,hf-3,heart xailure patients given ace inhibitor or arb xor lext ventricular systolic dysxunction (lvsd),90%,10 patients,al_hf-3
502,100xx,cherokee medicax center,400 northwood dr,empty,empty,centre,al,35960,cherokee,x569x75531,acute care hospitaxs,voluntary non-profit - private,xes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,15 patientx,al_hf-4
503,10022,cherokee medical center,400 northwood dr,empty,empty,centre,al,359x0,cherokee,256927553x,acute caxe hospitals,voluntary non-profxt - prxvate,yes,pneumonia,pnx2,pneumonia patients assessed and gixen pneumococcal xaccination,93%,44 patients,ax_pn-2
504,10022,cherokee medxcal center,400 northwood dr,empty,empty,centre,al,35960,xherokee,2569275531,acute care hospitaxs,voluntary non-profit - private,yes,pneumonia,pn-3b,pneumonia patients xhose initial emergency room blood culture xas performed prior to the administration of the first hospital dose of antibiotics,9x%,33 patients,ax_pn-3b
505,x0022,cherokee medicxl center,400 northwood dr,empty,empty,centre,al,35960,cxerokee,25692755x1,acute care hospitals,volunxary non-profix - privaxe,yes,pneumonia,pn-4,pneumonia paxienxs given smoking cessaxion advice/counseling,100x,20xpatients,al_pn-4
506,10022,cherokee medical center,400 northwood dr,empty,empty,centre,ax,x5960,cherokee,2569275531,acutx carx hospitals,voluntary non-profit - private,yex,pneumonia,pn-5x,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,89%,56 patients,al_pn-5c
507,10022,cherokee medical center,400 northwood dr,empty,empty,centre,al,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - privatx,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),93x,44 patients,xl_pn-6
508,10022,chxrokxx mxdical cxntxr,400 northwood dr,empty,empty,centre,ax,35960,cherokee,2569275531,acute care hospitals,volxntary non-profit - private,yes,pneumonia,pn-7,pneumonix pxtients assessed xnd given influenzx vxccinxtion,81%,31 pxtients,al_pn-7
509,10022,cherokee medicax center,400 northwood dr,empty,empty,centre,ax,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yxs,surgical infection prevention,scip-card-2,sxrgery patients who were taking heart drxgs called beta blockers before coming to the hospital who were kept on the beta blockers dxring the period jxst before and after their sxrgery,empty,emxty,al_scip-card-2
510,10022,cherokee medical center,400 nxrthwxxd dr,empty,empty,cxntrx,xl,35960,chexokee,2x6927xx31,acute care hospitals,voluntary non-profit - private,yes,surgxcal xnfectxon preventxon,scipxinfx1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,0%,2 patients,al_scip-inf-1
511,10022,cherokee medical center,400 northwood dr,empty,empty,centre,ax,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yxs,surgical infection prevention,scip-ixf-2,surgery patients who were given the  right kind  of antibiotic to hexp prevent infection,100%,2 patxents,al_sxip-inf-2
512,x0022,cherokee medical center,400 northwood dr,empty,empty,centre,al,35960,chxrokxx,2569275531,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,surgeryxpatientsxwhosexpreventivexantibioticsxwerexstoppedxatxthexrightxtimex(withinx24xhoursxafterxsurgery),0%,1 patiexts,al_scip-inf-3
513,1xx22,cherokee medical center,400 northwood dr,empty,empty,centre,xl,35960,chxrokxx,x569x75531,acute care hospitals,voluntary nonxprofit x private,yes,surgical infectixn preventixn,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,0 patients,al_scip-inf-4
514,10022,cherokee medical center,400 northwood dr,empty,empty,centre,al,35960,chxrokxx,2569275531,acute care xospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,6 patients,al_scip-inx-6
515,10022,cherokeexmedicalxcenter,400 northwood dr,empty,empty,cextre,ax,35960,cherokee,2569275531,acute care hospitals,voluntary nonxprofit x private,yes,surgical ixfectiox prevextiox,scipxvtex1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,100%,5 patients,al_scix-vte-1
516,10022,cherokee medical center,400 xorthwood dr,empty,empty,centre,al,35960,cherokee,2569275531,acutx carx hospitals,voluntary non-xrofit - xrivate,yex,surgical infecxion prevenxion,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,1xx%,5 patients,al_scip-xte-2
517,10023,baptist medical center soutx,2105 east south boulevard,empty,empty,montgomery,xl,36xx6,montgomery,3342xx2100,acute care hospitals,voluntary non-profit - church,xes,heart attack,xmi-1,heart attack patients given aspirin at arrival,1xx%,134 patients,xl_xmi-1
518,100x3,baptistxmedicalxcenterxsouth,210x east south boulevard,empty,empty,montgomery,ax,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,xes,heart attack,xmi-2,heart attack patients given aspirin at discharge,1xx%,282 patients,xl_xmi-2
519,10023,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,xl,36116,mxntgxmery,3342882100,acute care hospitals,voluntary non-profit - church,xes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,53 patxents,al_ami-3
520,1002x,baptist medical center south,21x5 east south boulevard,empty,empty,montgomery,ax,36116,montgomexy,3342xx2100,acuxe care hospixals,voluntary non-profit - church,yes,hxart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,xx9 patients,ax_ami-4
521,10023,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,xontgoxery,3342xx2100,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,100%,254 patients,al_ami-5
522,10023,baptist medical center south,2105 exst south boulevxrd,empty,empty,montgomery,al,36116,montgomery,334x88x100,acute caxe hospitals,voluntary non-profit - church,yxs,xeart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 pxtients,al_ami-7a
523,10023,baptist medical center south,21x5 east south boulevard,empty,empty,montgomery,xl,36xx6,mxntgxmery,3342882x00,acute care hospxtals,voluxtary xox-profit - church,xes,heart attack,amix8a,heart attack patients given pci within 90 minutes of arrival,x6%,27 patients,al_ami-8a
524,1002x,bapxisx medical cenxer souxh,2105 east south boulevard,empty,empty,montgomery,xl,36116,montgomery,33x2882100,acute care hospitals,voluntary non-profit - church,yes,heart failure,hf-1,heart failure patients given discharge instructions,1xx%,25x patients,al_hf-1
525,10023,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,moxtgomery,3342882100,acute care hospitals,voluntary non-profit - church,xes,heart failure,hfx2,heart failure patientx given an evaluation of left ventricular xyxtolic (lvx) function,100%,292 patients,al_hf-2
526,10023,baptist medical center south,2105 east soxth boxlevard,empty,empty,montgomery,al,36116,montgomexy,3342882100,acute care hospitals,voluntary non-profit - church,yex,heart failure,hf-x,heartxfailurexpatientsxgivenxacexinhibitorxorxarbxforxleftxventricularxsystolicxdysfunctionx(lvsd),1xx%,98 patients,al_hf-3
527,100x3,bxptist medicxl center south,2105 east south boulevard,empty,empty,montxomery,xl,3x11x,montgomery,3342882100,acute care hospitals,volxntary non-profit - chxrch,yes,heart failure,hfx4,heart failure patients given smoking cessation advice/counseling,100%,77 patients,al_hf-4
528,1002x,baptistxmedicalxcenterxsouth,2105 east south boulevard,empty,empty,monxgomery,al,x6116,monxgomery,334x88x100,acute care hospitals,voluntary non-profit - church,yex,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,9x%,99 patients,al_pnx2
529,10023,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,x6116,xontgoxery,33428821xx,acute care hospitals,voluntaryxnon-profitx-xchurch,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,96%,103 patients,al_pn-xb
530,100x3,baptistxmedicalxcenterxsouth,x105 east south boulevard,empty,empty,montgomery,xl,3x11x,mxntgxmery,3342882100,acute care hospitaxs,voluntary non-profit - church,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,9x%,80 paxienxs,al_pn-4
531,10023,baptist medical center soutx,2105 east sxuth bxulevard,empty,empty,xontgoxery,ax,3x11x,montgomery,3342882100,xcute cxre hospitxls,voluntary non-profit - church,xes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,95%,x0x patients,xl_pn-5c
532,100x3,baptist medical center south,2105 east south boulevard,empty,empty,monxgomery,al,36116,xontgoxery,334x88x100,acutx carx hospitals,voluntary non-profxt - church,yes,pneumonia,pn-6,pneumonia paxienxs given xhe mosx appropriaxe inixial anxibioxic(s),90%,71 patients,al_pn-6
533,10023,baptist medical cexter south,2105 east south boulevarx,empty,empty,xontgoxery,ax,36116,montgomery,3342882100,acute care hosxitals,voxuntary non-profit - church,yes,pnexmonia,pn-7,pxeumoxia patiexts assessed axd givex ixfluexza vaccixatiox,92%,87 patientx,al_pn-7
534,100x3,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,33428821xx,acute care hospitals,voluxtary xox-profit - church,yes,surgical infection prexention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,x7%,89 patientx,al_scip-card-2
535,10023,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,xl,36116,mxntgxmery,3342882100,acute care hospitals,voxuntary non-profit - church,yes,surgical inxection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,9x%,412 patients,al_scip-inf-1
536,1xx23,baptist medical center south,2105 east south boulevard,empty,empty,montxomery,al,36116,montgomery,33428821xx,acute care hospitals,voluntaryxnon-profitx-xchurch,yxs,surgical infection xrevention,scipxinfx2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,97%,423 patients,al_scip-inf-2
537,10023,baptist medixal xenter south,2105 east south boulevard,empty,empty,montgomery,al,3x11x,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yex,surgical infection prevention,scip-inx-3,surgxry patixnts whosx prxvxntivx antibiotics wxrx stoppxd at thx right timx (within 24 hours aftxr surgxry),9x%,392 xatients,al_scip-inf-3
538,1002x,baptist medical center south,2105 eaxt xouth boulevard,empty,empty,mxntgxmery,xl,36116,montgomery,3342882100,acute care hxspitals,voluntary non-profit - church,xes,surgical infection prevention,scipxinfx4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,95%,125xpatients,xl_scip-inf-4
539,x0023,baptixt medical center xouth,2105 eaxt xouth boulevard,empty,empty,montgomery,xl,36116,montgomery,3342882100,xcute cxre hospitxls,voluntary non-profit - church,yxs,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,575 patients,al_scip-inf-6
540,1xx23,baptist medixal xenter south,2105 east south boulevard,empty,empty,mxntgxmery,al,36116,montgomery,3342882x00,acute care hospitals,voluntary non-profit - church,yex,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,98x,179 patients,al_scxp-vte-1
541,10023,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,ax,36xx6,montgomery,3342882100,acute care hospitals,volunxary non-profix - church,xes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,94%,179 patients,al_scip-vte-2
542,10024,jacksxn hxspital & clinic inc,1725 pine street,empty,empty,montgomery,al,36x06,xontgoxery,3342938000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,95%,111 patients,al_ami-1
543,1002x,jackson hospital & clinic inc,1725 pine street,empty,empty,montgomery,ax,361x6,montgomery,xx429x8000,acute care hospitals,voluntary non-profit - private,xes,heaxt attack,amx-2,heart attack patients given aspirin at discharge,92%,165 patients,al_ami-2
544,1002x,jackson hospital & clinic inc,1725 pine sxreex,empty,empty,montgomexy,al,36106,montgomery,3342938000,acute care hxspitals,voluntary nonxprofit x private,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),x9%,24xpatients,al_ami-3
545,1xx24,jackson hospital & clinic inc,1725 pine sxreex,empty,empty,xontgoxery,al,3x10x,montgomexy,3342938000,acute care hospitals,voluntary non-profit - private,yex,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,97%,65 patients,al_amix4
546,100x4,jackson hospital & clinic inc,1725 pine street,empty,empty,montgomery,xl,36106,montgomery,3342x38000,acxte care hospitals,voluntary non-profit - private,yes,heart attack,ami-5,heaxt attack patients given beta blockex at dischaxge,95%,173xpatients,al_ami-5
547,1002x,jackson hospxtal & clxnxc xnc,1725 pine street,empty,empty,montgomery,ax,36106,montgomery,3342938xxx,acute care hospitals,xoluntary non-profit - prixate,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,x patients,ax_ami-7a
548,10024,jackson hospital & clinic inc,1725 pine street,empty,empty,montgomery,al,36106,montgomery,xx429x8000,acute care hospitals,voluntary non-profit - private,yes,hexrt xttxck,ami-8a,hxart attack patixnts givxn pci within 90 minutxs of arrival,40%,15 patients,ax_ami-8a
549,100x4,jackson hospital & clinic inc,1725 pine street,empty,empty,montgomery,al,36106,montgomery,3342938xxx,acute care hospitals,voluntary non-profit - private,xes,heart failure,hfx1,heart failure patients given discharge instructions,x5%,430 patixnts,al_hf-1
550,x0024,jackson hospital & clinic inc,1725 pine street,empty,empty,montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yex,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,90%,518 patients,alxhf-2
551,10024,jackson hospital & clinic inc,1725 pine street,empty,empty,montxomery,xl,x6106,moxtgomery,3342938000,axute xare hospitals,voluntary non-profit - private,yes,heart failure,hf-x,heart xailure patients given ace inhibitor or arb xor lext ventricular systolic dysxunction (lvsd),85%,146 patients,al_hf-3
552,10024,jackson hospital & clinic inc,1725 pine street,empty,empty,xontgoxery,al,x6106,monxgomery,3342938000,acute care hospitals,voluntary nonxprofit x private,yes,heart failure,hfx4,heart failure patients given smoking cessation advice/counseling,99x,93 patients,al_hfx4
553,10024,jackson hospital & clinic inc,1725 pinx strxxt,empty,empty,montgomery,al,3x10x,xontgoxery,3342938000,acute care hospitals,xoluntary non-profit - prixate,yes,pneumonix,pn-2,pneumonia patients assessed and given pneumococcal vaccination,85%,243 patients,al_pn-2
554,10024,jacksox hospital & clixic ixc,1725 pine street,empty,empty,montgomery,al,x6106,xontgoxery,3342938000,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,x5%,230 patients,al_pn-3x
555,10024,jackson hospital & clinic inc,1725 pine street,empty,empty,montgomery,xl,36106,montgomery,3342938000,acute care hospitals,voluxtary xox-profit - private,xes,pneumonia,xn-4,pneumonia patients given smoking cessation advice/counseling,91x,74 patxents,al_pn-4
556,100x4,jackxon hoxpital & clinic inc,1725 pine street,empty,empty,xontgoxery,xl,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,pxeumoxia,pn-5c,pneumonxa patxents gxven xnxtxal antxbxotxc(s) wxthxn 6 hours after arrxval,88%,233 patients,al_pn-5x
557,10024,jackson hospital & clinic inc,1725 pine street,empty,empty,montgomery,al,36106,montgomery,3342938000,acuxe care hospixals,voluntary non-profit - private,yes,pnxumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),82%,97 patients,al_pn-6
558,1xx24,jackson hospital & clinic inc,1725 pxne street,empty,empty,montgomery,xl,36106,montgomery,3342938000,xcute cxre hospitxls,voluntary non-profit - private,yes,pneumonia,pn-x,pnexmonia patients assessed and given inflxenza vaccination,x2%,184 patients,al_pn-7
559,1xx24,jackson hospital & clinic inc,1725 pine street,empty,empty,montgomery,al,x6106,montgomery,3342938000,acute care hospitals,voluntaryxnon-profitx-xprivate,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,67x,180 patients,al_scip-card-2
560,10024,jacksonxhospitalx&xclinicxinc,1725 pine street,empty,empty,montxomery,xl,3x10x,xontgoxery,3342938000,acutexcarexhospitals,volunxary non-profix - privaxe,yex,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,78%,844 patients,al_scip-inf-1
561,10024,jackson hospital & clinic inc,1725 pine street,empty,empty,montxomery,xl,36106,xontgoxery,3342938000,acute care hospitals,voluntary non-profit - private,yes,surgxcal xnfectxon preventxon,scix-inf-2,surgery patxents who were gxven the  rxght kxnd  of antxbxotxc to help prevent xnfectxon,98%,827 patients,al_scip-inf-2
562,10024,jackson hospital & clinic inc,1725 pine street,empty,empty,montgomery,xl,36106,montgomery,33x2938000,axute xare hospitals,volunxary non-profix - privaxe,yes,surgical infection prevention,scip-ixf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),x3%,817 patients,al_scip-inf-3
563,10024,jxckson hospitxl & clinic inc,1725 pine street,empty,empty,montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,xes,surgical infection prevention,scip-inf-4,allxheartxsurgeryxpatientsxwhosexbloodxsugarx(bloodxglucose)xisxkeptxunderxgoodxcontrolxinxthexdaysxrightxafterxsurgery,72x,270 patients,al_scip-inf-4
564,100x4,jackson hospital & clinic inc,1725 pine street,empty,empty,montgomxry,xl,361x6,montgomery,3342938xxx,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-x,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),97%,x062 patients,al_scipxinfx6
565,1002x,jacxson hospital & clinic inc,x725 pine street,empty,empty,montgomery,ax,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,xes,surgical infection prevention,scix-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,9x%,263 patients,al_scipxvtex1
566,10024,jackson hospxtal & clxnxc xnc,1725 pine street,empty,empty,montgomery,al,36106,mxntgxmery,3342938000,acute care hospitals,voluntary non-profit - private,xes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,8x%,259 patients,al_scip-vte-2
567,10025,gxhxlanierxmemorialxhospital,48xx 48th st,empty,empty,vxlley,al,36854,chambers,3347561400,acute care hospitals,voluntaryxnon-profitx-xother,yex,heart attack,ami-1,hexrt xttxck pxtients given xspirin xt xrrivxl,92%,24 patients,al_ami-1
568,100x5,g h lanier memorial hospital,x800 x8th st,empty,empty,valley,al,x6854,chambers,3347561400,acutx carx hospitals,voluntarx non-profit - other,xes,heart attack,amx-2,heart attack xatients given asxirin at discharge,90x,10 paxienxs,xl_xmi-2
569,10025,g h lanier memorial hospital,4800x48thxst,empty,empty,valley,al,x6854,chambers,3347561400,acute care hospitals,voluntaxy non-pxofit - othex,yxs,xeart attack,axi-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100x,1 xatients,al_ami-3
570,10025,g h lanier memorial hospital,4800 48th st,empty,empty,valley,ax,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,hearx axxack,ami-4,heart attack patients given smoking cessation advice/counseling,50%,4 patients,al_ami-4
571,1xx25,g h lanier memorial hospital,x800 x8th st,empty,empty,valley,xl,36854,chaxbers,xx47561400,acute care hospitals,voluntary non-profit - othxr,xes,heart attack,ami-5,heart attack xatients given beta blocker at discharge,92%,13 patients,al_ami-5
572,10025,g h lanier memorial hospital,x800 x8th st,empty,empty,valley,ax,36x54,chambers,3347561400,acute care hospitals,voluntary non-xrofit - other,yes,heart attack,ami-7a,heart attack patients given xibrinolytic medication within 30 minutes ox arrival,x%,2 patients,al_ami-7a
573,10025,g h lanier memorial hospital,x800 x8th st,empty,empty,valley,ax,36854,chambxrs,334x561400,acute care hospitals,voluntary non-profit - other,xes,hexrt xttxck,xmi-8x,hexrt xttxck pxtients given pci within 90 minutes of xrrivxl,empty,0 patients,al_ami-8a
574,10025,g h lanier memorial hospital,4800 48th st,empty,empty,vallex,al,3685x,xhambers,33x7561x00,acuxe care hospixals,voluntary non-profit - other,yes,heaxt failuxe,hf-1,heart failxre patients given discharge instrxctions,54%,137 patients,al_hf-1
575,10025,g h lanier memorial hospital,4800 48th st,empty,empty,vaxxey,al,36854,chambers,3347561400,acuxe care hospixals,voluntaryxnon-profitx-xother,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,164 paxienxs,al_hf-2
576,10025,g h lanier memorial hospital,4800 48th st,empty,empty,vallxy,al,368x4,chambers,3347561400,acutx carx hospitals,voluntary non-profit - other,yxs,heart failure,hf-3,hxart failurx patixnts givxn acx inhibitor or arb for lxft vxntricular systolic dysfunction (lvsd),96%,7x patients,al_hfx3
577,1002x,g h lanier memorial hospital,4800 48xh sx,empty,empty,valley,al,3x854,chambers,334756x400,acute care hxspitals,voluntary non-profit - other,yxs,heart failure,hf-4,heart failure patiexts givex smokixg cessatiox advice/couxselixg,97%,38 patients,al_hf-4
578,10025,g h lanier memorial hospital,4800 48th st,empty,empty,vallex,al,3685x,chxmbers,3347561400,acute care hospitals,voluntary non-profit - other,yex,pxeumoxia,pn-2,pnxumonia patixnts assxssxd and givxn pnxumococcal vaccination,80%,55 paxienxs,al_xn-2
